stock_symbol,stock_name,stock_type,stock_country
SVACW,Spring Valley Acquisition Corp. III - Warrant,NASDAK,US
SVAQU,Silicon Valley Acquisition Corp. - Units,NASDAK,US
SVC,Service Properties Trust - Shares of Beneficial Interest,NASDAK,US
SVCC,Stellar V Capital Corp. - Class A Ordinary Shares,NASDAK,US
SVCCU,Stellar V Capital Corp. - Unit,NASDAK,US
SVCCW,Stellar V Capital Corp. - Warrant,NASDAK,US
SVCO,"Silvaco Group, Inc. - Common Stock",NASDAK,US
SVRA,"Savara, Inc. - Common Stock",NASDAK,US
SVRE,SaverOne 2014 Ltd. - American Depositary Shares,NASDAK,US
SVREW,SaverOne 2014 Ltd. - Warrant,NASDAK,US
SVRN,OceanPal Inc. - Common Stock,NASDAK,US
SWAG,"Stran & Company, Inc. - Common Stock",NASDAK,US
SWAGW,"Stran & Company, Inc. - Warrant",NASDAK,US
SWBI,"Smith & Wesson Brands, Inc. - Common Stock",NASDAK,US
SWIM,"Latham Group, Inc. - Common Stock",NASDAK,US
SWKH,SWK Holdings Corporation - Common Stock,NASDAK,US
SWKHL,SWK Holdings Corporation - 9.00% Senior Notes due 2027,NASDAK,US
SWKS,"Skyworks Solutions, Inc. - Common Stock",NASDAK,US
SWP,SWP Growth & Income ETF,NASDAK,US
SWVL,Swvl Holdings Corp - Ordinary Shares,NASDAK,US
SWVLW,Swvl Holdings Corp - Warrant,NASDAK,US
SXTC,"China SXT Pharmaceuticals, Inc. - Common Stock",NASDAK,US
SXTP,"60 Degrees Pharmaceuticals, Inc. - Common Stock",NASDAK,US
SXTPW,"60 Degrees Pharmaceuticals, Inc. - Warrant",NASDAK,US
SY,So-Young International Inc. - American Depository Shares,NASDAK,US
SYBT,"Stock Yards Bancorp, Inc. - Common Stock",NASDAK,US
SYM,Symbotic Inc. - Class A Common Stock,NASDAK,US
SYNA,Synaptics Incorporated - Common Stock,NASDAK,US
SYPR,"Sypris Solutions, Inc. - Common Stock",NASDAK,US
SYRE,"Spyre Therapeutics, Inc. - Common Stock",NASDAK,US
SYZ,Lazard US Systematic Small Cap Equity ETF,NASDAK,US
SZZL,Sizzle Acquisition Corp. II - Class A ordinary shares,NASDAK,US
SZZLR,Sizzle Acquisition Corp. II - Right,NASDAK,US
SZZLU,Sizzle Acquisition Corp. II - Unit,NASDAK,US
TACH,Titan Acquisition Corp. - Class A Ordinary Shares,NASDAK,US
TACHU,Titan Acquisition Corp. - Units,NASDAK,US
TACHW,Titan Acquisition Corp. - Warrants,NASDAK,US
TACO,Berto Acquisition Corp. - Ordinary Shares,NASDAK,US
TACOU,Berto Acquisition Corp. - unit,NASDAK,US
TACOW,Berto Acquisition Corp. - Warrant,NASDAK,US
TACT,TransAct Technologies Incorporated - Common Stock,NASDAK,US
TALK,"Talkspace, Inc. - Common Stock",NASDAK,US
TALKW,"Talkspace, Inc. - Warrant",NASDAK,US
TANH,Tantech Holdings Ltd. - Common Shares,NASDAK,US
TAOP,Taoping Inc. - Ordinary Shares,NASDAK,US
TAOX,Tao Synergies Inc. - Common Stock,NASDAK,US
TARA,"Protara Therapeutics, Inc.  - Common Stock",NASDAK,US
TARK,Tradr 2X Long Innovation ETF,NASDAK,US
TARS,"Tarsus Pharmaceuticals, Inc. - Common Stock",NASDAK,US
TASK,"TaskUs, Inc. - Class A Common Stock",NASDAK,US
TATT,TAT Technologies Ltd. - Ordinary Shares,NASDAK,US
TAVI,Tavia Acquisition Corp. - Ordinary Shares,NASDAK,US
TAVIR,Tavia Acquisition Corp. - Right,NASDAK,US
TAVIU,Tavia Acquisition Corp. - Unit,NASDAK,US
TAX,Cambria Tax Aware ETF,NASDAK,US
TAXE,Intermediate Municipal Income ETF,NASDAK,US
TAXI,Northern Trust Intermediate Tax-Exempt Bond ETF,NASDAK,US
TAXS,Northern Trust Short-Term Tax-Exempt Bond ETF,NASDAK,US
TAXT,Northern Trust Tax-Exempt Bond ETF,NASDAK,US
TAYD,"Taylor Devices, Inc. - Common Stock",NASDAK,US
TBBK,"The Bancorp, Inc. - Common Stock",NASDAK,US
TBCH,Turtle Beach Corporation - Common Stock,NASDAK,US
TBH,"Brag House Holdings, Inc. - Common Stock",NASDAK,US
TBHC,"The Brand House Collective, Inc - Common Stock",NASDAK,US
TBIL,US Treasury 3 Month Bill ETF,NASDAK,US
TBLA,Taboola.com Ltd. - Ordinary Shares,NASDAK,US
TBLAW,Taboola.com Ltd. - Warrant,NASDAK,US
TBLD,Thornburg Income Builder Opportunities Trust - Closed End Fund,NASDAK,US
TBMC,Trailblazer Merger Corporation I - Class A Common Stock,NASDAK,US
TBMCR,Trailblazer Merger Corporation I - Rights,NASDAK,US
TBPH,"Theravance Biopharma, Inc. - Ordinary Shares",NASDAK,US
TBRG,"TruBridge, Inc. - Common Stock",NASDAK,US
TC,Token Cat Limited - American Depositary Shares,NASDAK,US
TCBI,"Texas Capital Bancshares, Inc. - Common Stock",NASDAK,US
TCBIO,"Texas Capital Bancshares, Inc. - Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B",NASDAK,US
TCBK,TriCo Bancshares - Common Stock,NASDAK,US
TCBS,"Texas Community Bancshares, Inc. - Common Stock",NASDAK,US
TCHI,iShares MSCI China Multisector Tech ETF,NASDAK,US
TCMD,"Tactile Systems Technology, Inc. - Common Stock",NASDAK,US
TCOM,Trip.com Group Limited - American Depositary Shares,NASDAK,US
TCPC,BlackRock TCP Capital Corp. - Closed End Fund,NASDAK,US
TCRT,"Alaunos Therapeutics, Inc. - Common Stock",NASDAK,US
TCRX,"TScan Therapeutics, Inc. - Common Stock",NASDAK,US
TCX,Tucows Inc. - Common Stock,NASDAK,US
TDAC,Translational Development Acquisition Corp. - Ordinary Shares,NASDAK,US
TDACU,Translational Development Acquisition Corp. - Units,NASDAK,US
TDACW,Translational Development Acquisition Corp. - Warrants,NASDAK,US
TDI,Touchstone Dynamic International ETF,NASDAK,US
TDIC,Dreamland Limited - Class A Ordinary Shares,NASDAK,US
TDIV,First Trust NASDAQ Technology Dividend Index Fund,NASDAK,US
TDOG,21shares Dogecoin ETF,NASDAK,US
TDSB,ETC Cabana Target Beta ETF,NASDAK,US
TDSC,ETC Cabana Target Drawdown 10 ETF,NASDAK,US
TDTH,Trident Digital Tech Holdings Ltd - American Depository Shares,NASDAK,US
TDUP,ThredUp Inc. - Class A Common Stock,NASDAK,US
TDWD,Tailwind 2.0 Acquisition Corp. - Class A Ordinary Shares,NASDAK,US
TDWDR,Tailwind 2.0 Acquisition Corp. - Rights,NASDAK,US
TDWDU,Tailwind 2.0 Acquisition Corp. - Unit,NASDAK,US
TEAD,Teads Holding Co. - Common Stock,NASDAK,US
TEAM,Atlassian Corporation  - Class A Common Stock,NASDAK,US
TECH,Bio-Techne Corp - Common Stock,NASDAK,US
TECTP,"Tectonic Financial, Inc. - 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock",NASDAK,US
TECX,"Tectonic Therapeutic, Inc. - Common Stock",NASDAK,US
TEKX,SPDR Galaxy Transformative Tech Accelerators ETF,NASDAK,US
TEKY,Lazard Next Gen Technologies ETF,NASDAK,US
TELA,"TELA Bio, Inc. - Common stock",NASDAK,US
TELO,"Telomir Pharmaceuticals, Inc. - Common Stock",NASDAK,US
TEM,"Tempus AI, Inc. - Class A Common Stock",NASDAK,US
TENB,"Tenable Holdings, Inc. - Common Stock",NASDAK,US
TENX,"Tenax Therapeutics, Inc. - Common Stock",NASDAK,US
TER,"Teradyne, Inc. - Common Stock",NASDAK,US
TERG,Leverage Shares 2X Long TER Daily ETF,NASDAK,US
TERN,"Terns Pharmaceuticals, Inc. - Common Stock",NASDAK,US
TEXN,iShares Texas Equity ETF,NASDAK,US
TEXX,Horizon Kinetics Texas ETF,NASDAK,US
TFNS,T. Rowe Price Financials ETF,NASDAK,US
TFSL,TFS Financial Corporation - Common Stock,NASDAK,US
TGHL,The GrowHub Limited - Class A Ordinary Shares,NASDAK,US
TGL,Treasure Global Inc. - Common Stock,NASDAK,US
TGTX,"TG Therapeutics, Inc. - Common Stock",NASDAK,US
TH,Target Hospitality Corp. - Common Stock,NASDAK,US
THAR,"Tharimmune, Inc. - Common Stock",NASDAK,US
THCH,TH International Limited - Ordinary shares,NASDAK,US
THFF,First Financial Corporation  - Common Stock,NASDAK,US
THH,TryHard Holdings Limited - Ordinary Shares,NASDAK,US
THMZ,Lazard Equity Megatrends ETF,NASDAK,US
THRM,Gentherm Inc - Common Stock,NASDAK,US
THRV,Prospera Income ETF,NASDAK,US
THRY,"Thryv Holdings, Inc. - Common Stock",NASDAK,US
THYM,T. Rowe Price High Income Municipal ETF,NASDAK,US
TIGO,Millicom International Cellular S.A. - Common Stock,NASDAK,US
TIGR,UP Fintech Holding Limited - American Depositary Shares representing fifteen Class A Ordinary Shares,NASDAK,US
TIL,"Instil Bio, Inc. - Common Stock",NASDAK,US
TILE,"Interface, Inc. - Common Stock",NASDAK,US
TIPT,Tiptree Inc. - Common Stock,NASDAK,US
TIRX,TIAN RUIXIANG Holdings Ltd - Class A Ordinary Shares,NASDAK,US
TITN,Titan Machinery Inc. - Common Stock,NASDAK,US
TIVC,"Tivic Health Systems, Inc. - Common stock",NASDAK,US
TJGC,TJGC Group Limited - ordinary shares,NASDAK,US
TKLF,"Tokyo Lifestyle Co., Ltd. - American Depositary Shares",NASDAK,US
TKNO,"Alpha Teknova, Inc. - Common Stock",NASDAK,US
TLF,"Tandy Leather Factory, Inc. - common stock",NASDAK,US
TLIH,Ten-League International Holdings Limited - Ordinary Shares,NASDAK,US
TLN,Talen Energy Corporation - Common Stock,NASDAK,US
TLNC,Talon Capital Corp. - Class A Ordinary Shares,NASDAK,US
TLNCU,Talon Capital Corp. - Units,NASDAK,US
TLNCW,Talon Capital Corp. - Warrants,NASDAK,US
TLPH,"Talphera, Inc. - Common Stock",NASDAK,US
TLRY,"Tilray Brands, Inc. - Common Stock",NASDAK,US
TLS,Telos Corporation - Common Stock,NASDAK,US
TLSA,Tiziana Life Sciences Ltd - Common Shares,NASDAK,US
TLSI,"TriSalus Life Sciences, Inc. - Common Stock",NASDAK,US
TLSIW,"TriSalus Life Sciences, Inc. - Warrant",NASDAK,US
TLT,iShares 20+ Year Treasury Bond ETF,NASDAK,US
TLX,Telix Pharmaceuticals Limited - American Depositary Shares,NASDAK,US
TMB,Thornburg Multi Sector Bond ETF,NASDAK,US
TMC,TMC the metals company Inc. - Common Stock,NASDAK,US
TMCI,"Treace Medical Concepts, Inc. - Common Stock",NASDAK,US
TMCWW,TMC the metals company Inc. - Warrant,NASDAK,US
TMDX,"TransMedics Group, Inc. - Common Stock",NASDAK,US
TMED,T. Rowe Price Health Care ETF,NASDAK,US
TMET,iShares Transition-Enabling Metals ETF,NASDAK,US
TMNL,T. Rowe Price Long Municipal Income ETF,NASDAK,US
TMNS,T. Rowe Price Short Municipal Income ETF,NASDAK,US
TMSF,T. Rowe Price Multi-Sector Income ETF,NASDAK,US
TMUS,"T-Mobile US, Inc. - Common Stock",NASDAK,US
TMUSI,"T-Mobile US, Inc. - 5.500% Senior Notes due June 2070",NASDAK,US
TMUSL,"T-Mobile US, Inc. - 6.250% Senior Notes due 2069",NASDAK,US
TMUSZ,"T-Mobile US, Inc. - 5.500% Senior Notes due March 2070",NASDAK,US
TNDM,"Tandem Diabetes Care, Inc. - Common Stock",NASDAK,US
TNGX,"Tango Therapeutics, Inc. - Common Stock",NASDAK,US
TNMG,TNL Mediagene - Ordinary Shares,NASDAK,US
TNON,"Tenon Medical, Inc. - Common Stock",NASDAK,US
TNONW,"Tenon Medical, Inc. - Warrant",NASDAK,US
TNXP,Tonix Pharmaceuticals Holding Corp. - Common Stock,NASDAK,US
TNYA,"Tenaya Therapeutics, Inc. - Common Stock",NASDAK,US
TOI,"The Oncology Institute, Inc. - Common Stock",NASDAK,US
TOIIW,"The Oncology Institute, Inc. - Warrant",NASDAK,US
TOMZ,"TOMI Environmental Solutions, Inc. - Common Stock",NASDAK,US
TONX,TON Strategy Company - Common Stock,NASDAK,US
TOP,TOP Financial Group Limited - Class A Ordinary Shares,NASDAK,US
TORO,Toro Corp. - Common stock,NASDAK,US
TOUR,Tuniu Corporation - American Depositary Shares,NASDAK,US
TOWN,Towne Bank - Common Stock,NASDAK,US
TOYO,"TOYO Co., Ltd - Ordinary Shares",NASDAK,US
TPCS,TechPrecision Corporation - Common stock,NASDAK,US
TPG,TPG Inc. - Class A Common Stock,NASDAK,US
TPGXL,TPG Inc. - 6.950% Fixed-Rate Junior Subordinated Notes due 2064,NASDAK,US
TPLS,Thornburg Core Plus Bond ETF,NASDAK,US
TPST,"Tempest Therapeutics, Inc. - Common Stock",NASDAK,US
TQQQ,ProShares UltraPro QQQ,NASDAK,US
TQQY,GraniteShares YieldBOOST QQQ ETF,NASDAK,US
TRAW,"Traws Pharma, Inc. - Common Stock",NASDAK,US
TRBF,Angel Oak Total Return ETF,NASDAK,US
TRDA,"Entrada Therapeutics, Inc. - Common Stock",NASDAK,US
TREE,"LendingTree, Inc. - Common Stock",NASDAK,US
TRI,Thomson Reuters Corp - Common Shares,NASDAK,US
TRIB,Trinity Biotech plc - American Depositary Shares,NASDAK,US
TRIL,Defiance Trillion Dollar Club Index ETF,NASDAK,US
TRIN,Trinity Capital Inc. - Common Stock,NASDAK,US
TRINI,Trinity Capital Inc. - 7.875% Notes Due 2029,NASDAK,US
TRINZ,Trinity Capital Inc. - 7.875% Notes due 2029,NASDAK,US
TRIP,"TripAdvisor, Inc. - Common Stock",NASDAK,US
TRMB,Trimble Inc. - Common Stock,NASDAK,US
TRMD,TORM plc - Class A Common Stock,NASDAK,US
TRMK,Trustmark Corporation - Common Stock,NASDAK,US
TRNR,Interactive Strength Inc. - Common Stock,NASDAK,US
TRNS,"Transcat, Inc. - Common Stock",NASDAK,US
TRON,Tron Inc. - Common Stock,NASDAK,US
TROO,"TROOPS, Inc.  - Ordinary Shares",NASDAK,US
TROW,"T. Rowe Price Group, Inc. - Common Stock",NASDAK,US
TRS,TriMas Corporation - Common Stock,NASDAK,US
TRSG,Tungray Technologies Inc - Class A Ordinary Shares,NASDAK,US
TRST,TrustCo Bank Corp NY - Common Stock,NASDAK,US
TRUD,VanEck Consumer Discretionary TruSector ETF,NASDAK,US
TRUG,"TruGolf Holdings, Inc. - Class A Common Stock",NASDAK,US
TRUP,"Trupanion, Inc. - Common Stock",NASDAK,US
TRUT,VanEck Technology TruSector ETF,NASDAK,US
TRVG,trivago N.V. - American Depositary Shares,NASDAK,US
TRVI,"Trevi Therapeutics, Inc. - Common Stock",NASDAK,US
TSAT,Telesat Corporation - Class A Common Shares and Class B Variable Voting Shares,NASDAK,US
TSBK,"Timberland Bancorp, Inc. - Common Stock",NASDAK,US
TSCM,TimesSquare Quality Mid Cap Growth ETF,NASDAK,US
TSCO,Tractor Supply Company - Common Stock,NASDAK,US
TSDD,GraniteShares 2x Short TSLA Daily ETF,NASDAK,US
TSEL,Touchstone Sands Capital US Select Growth ETF,NASDAK,US
TSEM,Tower Semiconductor Ltd. - Ordinary Shares,NASDAK,US
TSHA,"Taysha Gene Therapies, Inc. - Common Stock",NASDAK,US
TSL,GraniteShares 1.25x Long TSLA Daily ETF,NASDAK,US
TSLA,"Tesla, Inc.  - Common Stock",NASDAK,US
TSLG,Leverage Shares 2X Long TSLA Daily ETF,NASDAK,US
TSLL,Direxion Daily TSLA Bull 2X Shares,NASDAK,US
TSLQ,Tradr 2X Short TSLA Daily ETF,NASDAK,US
TSLR,GraniteShares 2x Long TSLA Daily ETF,NASDAK,US
TSLS,Direxion Daily TSLA Bear 1X Shares,NASDAK,US
TSMG,Leverage Shares 2X Long TSM Daily ETF,NASDAK,US
TSMU,GraniteShares 2x Long TSM Daily ETF,NASDAK,US
TSMX,Direxion Daily TSM Bull 2X Shares,NASDAK,US
TSMZ,Direxion Daily TSM Bear 1X Shares,NASDAK,US
TSPY,TappAlpha SPY Growth & Daily Income ETF,NASDAK,US
TSSI,"TSS, Inc. - Common Stock",NASDAK,US
TSYX,TSPY Lift ETF,NASDAK,US
TSYY,GraniteShares YieldBOOST TSLA ETF,NASDAK,US
TTAN,"ServiceTitan, Inc. - Class A Common Stock",NASDAK,US
TTD,"The Trade Desk, Inc. - Class A Common Stock",NASDAK,US
TTEC,"TTEC Holdings, Inc. - Common Stock",NASDAK,US
TTEK,"Tetra Tech, Inc. - Common Stock",NASDAK,US
TTEQ,T. Rowe Price Technology ETF,NASDAK,US
TTGT,"TechTarget, Inc. - Common Stock",NASDAK,US
TTMI,"TTM Technologies, Inc. - Common Stock",NASDAK,US
TTRX,Turn Therapeutics Inc. - Common Stock,NASDAK,US
TTWO,"Take-Two Interactive Software, Inc. - Common Stock",NASDAK,US
TUG,STF Tactical Growth ETF,NASDAK,US
TUGN,STF Tactical Growth & Income ETF,NASDAK,US
TUR,iShares MSCI Turkey ETF,NASDAK,US
TURB,"Turbo Energy, S.A. - American Depositary Shares",NASDAK,US
TURF,T. Rowe Price Natural Resources ETF,NASDAK,US
TUSK,"Mammoth Energy Services, Inc. - Common Stock",NASDAK,US
TVA,Texas Ventures Acquisition III Corp - Class A Ordinary Share,NASDAK,US
TVACU,Texas Ventures Acquisition III Corp - Unit,NASDAK,US
TVACW,Texas Ventures Acquisition III Corp - Warrants,NASDAK,US
TVAI,Thayer Ventures Acquisition Corporation II - Class A Ordinary Shares,NASDAK,US
TVAIR,Thayer Ventures Acquisition Corporation II - Rights,NASDAK,US
TVAIU,Thayer Ventures Acquisition Corporation II - Unit,NASDAK,US
TVGN,Tevogen Bio Holdings Inc. - Common Stock,NASDAK,US
TVGNW,Tevogen Bio Holdings Inc. - Warrant,NASDAK,US
TVRD,"Tvardi Therapeutics, Inc. - Common Stock",NASDAK,US
TVTX,"Travere Therapeutics, Inc. - Common Stock",NASDAK,US
TW,Tradeweb Markets Inc. - Class A Common Stock,NASDAK,US
TWAV,"TaoWeave, Inc. - Common Stock",NASDAK,US
TWFG,"TWFG, Inc. - Common Stock",NASDAK,US
TWG,Top Wealth Group Holding Limited - Class A Ordinary Shares,NASDAK,US
TWIN,"Twin Disc, Incorporated - Common Stock",NASDAK,US
TWLV,Twelve Seas Investment Company III - Class A Ordinary Shares,NASDAK,US
TWLVR,Twelve Seas Investment Company III - Rights,NASDAK,US
TWLVU,Twelve Seas Investment Company III - Units,NASDAK,US
TWNP,Twin Hospitality Group Inc. - Class A Common Stock,NASDAK,US
TWST,Twist Bioscience Corporation - Common Stock,NASDAK,US
TXG,"10x Genomics, Inc. - Common Stock",NASDAK,US
TXMD,"TherapeuticsMD, Inc. - Common Stock",NASDAK,US
TXN,Texas Instruments Incorporated - Common Stock,NASDAK,US
TXRH,"Texas Roadhouse, Inc. - Common Stock",NASDAK,US
TXUE,Thornburg International Equity ETF,NASDAK,US
TXUG,Thornburg International Growth Fund ETF,NASDAK,US
TXXD,21Shares 2x Long Dogecoin ETF,NASDAK,US
TXXS,21Shares 2x Long Sui ETF,NASDAK,US
TYGO,"Tigo Energy, Inc. - Common Stock",NASDAK,US
TYRA,"Tyra Biosciences, Inc. - Common Stock",NASDAK,US
TZOO,Travelzoo - Common Stock,NASDAK,US
UAE,iShares MSCI UAE ETF,NASDAK,US
UAL,"United Airlines Holdings, Inc. - Common Stock",NASDAK,US
UBCP,"United Bancorp, Inc. - Common Stock",NASDAK,US
UBFO,United Security Bancshares - Common Stock,NASDAK,US
UBND,VictoryShares Core Plus Bond ETF,NASDAK,US
UBRL,GraniteShares 2x Long UBER Daily ETF,NASDAK,US
UBSI,"United Bankshares, Inc. - Common Stock",NASDAK,US
UBXG,U-BX Technology Ltd. - Class A Ordinary Shares,NASDAK,US
UCAR,U Power Limited - Class A Ordinary Shares,NASDAK,US
UCFI,CN Healthy Food Tech Group Corp. - Common Stock,NASDAK,US
UCFIW,CN Healthy Food Tech Group Corp. - Warrant,NASDAK,US
UCL,uCloudlink Group Inc. - American Depositary Shares,NASDAK,US
UCRD,VictoryShares Corporate Bond ETF,NASDAK,US
UCTT,"Ultra Clean Holdings, Inc. - Common Stock",NASDAK,US
UCYB,ProShares Ultra Nasdaq Cybersecurity,NASDAK,US
UDMY,"Udemy, Inc. - Common Stock",NASDAK,US
UEIC,Universal Electronics Inc. - Common Stock,NASDAK,US
UEVM,VictoryShares Emerging Markets Value Momentum ETF,NASDAK,US
UFCS,"United Fire Group, Inc - Common Stock",NASDAK,US
UFG,Uni-Fuels Holdings Limited - Class A Ordinary Shares,NASDAK,US
UFIV,US Treasury 5 Year Note ETF,NASDAK,US
UFO,Procure Space ETF,NASDAK,US
UFPI,"UFP Industries, Inc. - Common Stock",NASDAK,US
UFPT,"UFP Technologies, Inc. - Common Stock",NASDAK,US
UG,"United-Guardian, Inc. - Common Stock",NASDAK,US
UGRO,"urban-gro, Inc. - Common Stock",NASDAK,US
UHG,"United Homes Group, Inc - Class A Common Stock",NASDAK,US
UHGWW,"United Homes Group, Inc - Warrant",NASDAK,US
UITB,VictoryShares Core Intermediate Bond ETF,NASDAK,US
UIVM,VictoryShares International Value Momentum ETF,NASDAK,US
UK,Ucommune International Ltd  - Ordinary Shares,NASDAK,US
ULBI,Ultralife Corporation - Common Stock,NASDAK,US
ULCC,"Frontier Group Holdings, Inc. - Common Stock",NASDAK,US
ULH,"Universal Logistics Holdings, Inc. - Common Stock",NASDAK,US
ULTA,"Ulta Beauty, Inc. - Common Stock",NASDAK,US
ULTI,REX IncomeMax Option Strategy ETF,NASDAK,US
ULVM,VictoryShares US Value Momentum ETF,NASDAK,US
ULY,Urgent.ly Inc. - Common Stock,NASDAK,US
UMBF,UMB Financial Corporation - Common Stock,NASDAK,US
UMBFO,"UMB Financial Corporation - Depositary Shares Each Representing a 1/400th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series B",NASDAK,US
UMMA,Wahed Dow Jones Islamic World ETF,NASDAK,US
UNB,"Union Bankshares, Inc. - Common Stock",NASDAK,US
UNCY,"Unicycive Therapeutics, Inc. - Common Stock",NASDAK,US
UNHG,Leverage Shares 2X Long UNH Daily ETF,NASDAK,US
UNIT,Uniti Group Inc. - Common Stock,NASDAK,US
UNIY,WisdomTree Voya Yield Enhanced USD Universal Bond Fund,NASDAK,US
UNTY,"Unity Bancorp, Inc. - Common Stock",NASDAK,US
UOKA,MDJM LTD - Class A Ordinary Shares,NASDAK,US
UONE,"Urban One, Inc.  - Class A Common Stock",NASDAK,US
UONEK,"Urban One, Inc.  - Class D Common Stock",NASDAK,US
UPB,"Upstream Bio, Inc. - Common Stock",NASDAK,US
UPBD,"Upbound Group, Inc. - Common Stock",NASDAK,US
UPC,Universe Pharmaceuticals Inc - Ordinary Shares,NASDAK,US
UPGR,Xtrackers US Green Infrastructure Select Equity ETF,NASDAK,US
UPLD,"Upland Software, Inc. - Common Stock",NASDAK,US
UPSG,Leverage Shares 2X Long UPS Daily ETF,NASDAK,US
UPST,"Upstart Holdings, Inc. - Common stock",NASDAK,US
UPWK,Upwork Inc. - Common Stock,NASDAK,US
UPXI,"Upexi, Inc. - Common Stock",NASDAK,US
URBN,"Urban Outfitters, Inc. - Common Stock",NASDAK,US
URGN,UroGen Pharma Ltd. - Ordinary Shares,NASDAK,US
URNJ,Sprott Junior Uranium Miners ETF,NASDAK,US
UROY,Uranium Royalty Corp. - Common Stock,NASDAK,US
USAF,Atlas America Fund,NASDAK,US
USAR,"USA Rare Earth, Inc. - Common Stock",NASDAK,US
USAU,U.S. Gold Corp. - Common Stock,NASDAK,US
USCB,"USCB Financial Holdings, Inc.  - Class A Common Stock",NASDAK,US
USCL,iShares Climate Conscious & Transition MSCI USA ETF,NASDAK,US
USDX,SGI Enhanced Core ETF,NASDAK,US
USEA,United Maritime Corporation - Common Stock,NASDAK,US
USEG,U.S. Energy Corp. - Common Stock,NASDAK,US
USFI,BrandywineGLOBAL - U.S. Fixed Income ETF,NASDAK,US
USGG,Leverage Shares 2X Long USAR Daily ETF,NASDAK,US
USGO,U.S. GoldMining Inc. - Common stock,NASDAK,US
USGOW,U.S. GoldMining Inc. - Warrant,NASDAK,US
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,NASDAK,US
USIN,WisdomTree 7-10 Year Laddered Treasury Fund,NASDAK,US
USIO,"Usio, Inc. - Common Stock",NASDAK,US
USLM,"United States Lime & Minerals, Inc. - Common Stock",NASDAK,US
USMC,Principal U.S. Mega-Cap ETF,NASDAK,US
USOI,"ETRACS Crude Oil Shares Covered Call ETNs due April 24, 2037",NASDAK,US
USOY,Defiance Oil Enhanced Options Income ETF,NASDAK,US
USRD,Themes US R&D Champions ETF,NASDAK,US
USSH,WisdomTree 1-3 Year Laddered Treasury Fund,NASDAK,US
USTB,VictoryShares Short-Term Bond ETF,NASDAK,US
USVM,VictoryShares US Small Mid Cap Value Momentum ETF,NASDAK,US
USVN,US Treasury 7 Year Note ETF,NASDAK,US
USXF,iShares ESG Advanced MSCI USA ETF,NASDAK,US
UTEN,US Treasury 10 Year Note ETF,NASDAK,US
UTHR,United Therapeutics Corporation - Common Stock,NASDAK,US
UTHY,US Treasury 30 Year Bond ETF,NASDAK,US
UTMD,"Utah Medical Products, Inc. - Common Stock",NASDAK,US
UTRE,US Treasury 3 Year Note ETF,NASDAK,US
UTSI,UTStarcom Holdings Corp - Ordinary Shares,NASDAK,US
UTWO,US Treasury 2 Year Note ETF,NASDAK,US
UTWY,US Treasury 20 Year Bond ETF,NASDAK,US
UUUG,Leverage Shares 2X Long UUUU Daily ETF,NASDAK,US
UVSP,Univest Financial Corporation - Common Stock,NASDAK,US
UXIN,Uxin Limited - American Depositary Shares,NASDAK,US
UYLD,Angel Oak UltraShort Income ETF,NASDAK,US
UYSC,UY Scuti Acquisition Corp. - Ordinary Shares,NASDAK,US
